asset_id,名称,asset_type,category,source_batch,candidate_status,runtime_lifecycle,consumer,applicability,runtime_applicability,supported_products,supported_display_contracts,required_inputs,use_when,avoid_when,not_when,gold_fixture_refs,valid_until,superseded_by,能力边界摘要,真源路径,source_sha256
B-VIS-001,可见造型命题必须能被具体复述，而不是只剩抽象风格词,domain_knowledge,B,batch_4_be,review_candidate,active,content-production / P5,"{""garment_conditions"": ""至少有一件真实品牌商品及足以承重命题的可见特征"", ""goal"": ""需要形成可由画面承担的穿着想象或造型认知""}",当前 P5 可见造型命题,P5_visual_styling_story；P1_dressing_decision；P3_brand_life_narrative；P4_local_response,,,系统需要判断当前视觉方向是否已经从审美形容词收敛为可拍、可看、可复述的造型关系,,任务主要价值是商品解释、人格观点或本地回应，视觉只作辅助；或尚无法建立真实品牌商品身份,BE-V01；BE-V08,,,不得把抽象情绪词、品牌口号、流行滤镜或普通站姿包装成 P5 命题；不得要求所有视觉内容都采用同一种二元对比结构。；任务主要价值是商品解释、人格观点或本地回应，视觉只作辅助；或尚无法建立真实品牌商品身份,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
B-VIS-002,商品数量由造型命题的必要关系决定，不由“搭配完整度”决定,domain_knowledge,B,batch_4_be,review_candidate,review_candidate,,"{""garment_conditions"": ""已知商品之间或商品与身体/场景之间的可见关系"", ""goal"": ""决定 P5 或其他内容中的商品组合范围""}",,P5_visual_styling_story；P1_dressing_decision；P2_product_truth,,,系统需要确定单件、两件或多件商品是否都是当前命题成立所必需,,任务本身明确需要比较、层搭、组合替代或多商品关系,BE-V09,,,不得把“单件足够”写成 P5 固定规则；也不得把每份 P5 做成三套穿法或搭配清单。；任务本身明确需要比较、层搭、组合替代或多商品关系,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
B-VIS-003,造型命题需要由商品与身体、动作、其他单品或环境中的至少一项关系承重,domain_knowledge,B,batch_4_be,review_candidate,active,content-production / P5,"{""garment_conditions"": ""真实商品至少有一项可观察视觉特征"", ""goal"": ""让视觉不退化为普通商品展示"", ""scene_conditions"": ""存在可用人物、动作、组合或环境中的任一项""}",当前 P5 真实商品画面关系,P5_visual_styling_story；P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response,,,商品本身已经出现，但系统仍需判断画面是否创造了新的穿着想象,,P2 只需展示结构细节来解释商品，或任务明确是商品目录/资料整理而非品牌内容,BE-V01；BE-V10,,,不得把任意环境、道具或动作都视为有效关系；它们必须实质改变视觉主线，不能只是装饰。；P2 只需展示结构细节来解释商品，或任务明确是商品目录/资料整理而非品牌内容,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
B-VIS-004,比较或变化型画面应尽量明确一个主要变量，并保留足够不变量,domain_knowledge,B,batch_4_be,review_candidate,review_candidate,,"{""goal"": ""让受众识别一个可见变化而非被多个同时变化的因素干扰"", ""scene_conditions"": ""命题采用比较、切换或前后变化结构""}",,P5_visual_styling_story；P1_dressing_decision；P2_product_truth,,,当前视觉价值依赖“哪里变了”或“为什么看起来不同”,,命题由单一完整画面直接成立，或多场景本身就是受众要看见的穿着进入方式,BE-V03；BE-V11,,,不得把动作对位、硬切或前后对比固化为所有 P5 的固定模板；不得用不同角度、滤镜和姿势伪造商品效果。；命题由单一完整画面直接成立，或多场景本身就是受众要看见的穿着进入方式,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
B-VIS-005,品牌审美应实质改变视觉重音、空间、动作或节奏，而不是只加标识,domain_knowledge,B,batch_4_be,review_candidate,active,content-production / P5,,当前 P5 动作与构图,P5_visual_styling_story；P3_brand_life_narrative；P4_local_response,,,,,,BE-V04；BE-V12,,,品牌视觉组织必须来自企业已确认的品牌基线，不能由行业原型或模型偏好静默决定。,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
B-VIS-006,新的穿着可能可以由单帧、动作或序列直接成立，不强制故事情节,domain_knowledge,B,batch_4_be,review_candidate,active,content-production / P5,,当前 P5 低条件制作,P5_visual_styling_story；P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response,,,,,,BE-V13,,,调用构图或镜头能力不自动把 P1—P4 改路由为 P5，仍应先看主要产品价值。,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-CARE-001,照护场景常同时要求行动便利、可清理性与公共体面,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P3_brand_life_narrative；P4_local_response,,,任务明确涉及亲子、老人照护、陪护或频繁照料动作,,没有实际照护动作；或只凭“妈妈/女儿/媳妇”等身份猜测生活,CDF-V03,,,不得把照护责任默认归给女性；不得依据家庭身份推断体型、收入、审美或牺牲倾向。；没有实际照护动作；或只凭“妈妈/女儿/媳妇”等身份猜测生活,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-CARE-002,代际穿衣分歧可以被理解为优先级差异，而不是谁更正确,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P3_brand_life_narrative；P4_local_response,,,用户种子包含亲子、父母、公婆或伴侣之间的穿衣意见冲突,,涉及伤害、控制或明确权利问题时不能只做审美调和；用户未提供关系时不得补造,CDF-V04,,,不得把长辈写成保守、年轻人写成爱美，也不得用婆媳/亲子对立制造泛流量。；涉及伤害、控制或明确权利问题时不能只做审美调和；用户未提供关系时不得补造,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-CARE-003,照护生活的真实张力常来自被打断和无法一次准备完整,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P3_brand_life_narrative；P4_local_response,,,,,,CDF-V03；CDF-V04,,,不得把照护者写成牺牲型圣人，也不得默认孩子、老人或伴侣是制造麻烦的人。,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-COMMUTE-001,通勤通常是多阶段任务，不是单一“上班场合”,domain_knowledge,C,batch_3_cdf,review_candidate,active,content-production / P1,"{""scene_conditions"": ""至少存在两个连续生活/工作阶段""}",同一弱种子明确出现两个以上连续生活或工作阶段时,P1_dressing_decision；P3_brand_life_narrative；P4_local_response,,,内容或选择任务涉及从出门到返程的连续一天，而非只看某个静态场合,,用户只明确一个单一场景；或任务与穿着、生活切换无关,CDF-V01,,,不得把“职业女性都忙、都需要万能通勤装”写成群体事实；不得替用户虚构会议、接娃或加班。；用户只明确一个单一场景；或任务与穿着、生活切换无关,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-COMMUTE-002,通勤方式会改变动作、暴露与携带要求,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,"{""scene_conditions"": ""通勤方式已知或能由用户任务明确推导""}",,P1_dressing_decision；P4_local_response,,,交通方式会实质影响活动、天气暴露、收纳或进出空间,,交通方式未知且不影响当前结论；或系统只能靠城市刻板印象猜测,CDF-V02,,,不得把城市名自动映射为地铁、开车或骑行；不得声称某种通勤方式适合所有人。；交通方式未知且不影响当前结论；或系统只能靠城市刻板印象猜测,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-COMMUTE-003,同一身穿着在一天中被不同角色重新读取,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P3_brand_life_narrative；P4_local_response,,,,,,CDF-V01,,,不得把忙碌、疲惫、接娃或加班默认写成所有职业女性的共同命运；不得强行升华为“女性要平衡一切”。,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-HOME-001,从居家到公共空间可以通过少量关键调整完成,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P3_brand_life_narrative；P5_visual_styling_story,,,用户需要从居家状态快速进入短时公共场景,,用户要参加高正式度活动；或系统不知道当前穿着却给出具体动作,CDF-V07,,,不得把“套件外套就能出门”写成普遍答案；不得把家居状态描述为邋遢或羞耻。；用户要参加高正式度活动；或系统不知道当前穿着却给出具体动作,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-HOME-002,舒适与整洁不是天然对立，取决于结构、状态与组合,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P3_brand_life_narrative；P5_visual_styling_story,,,任务在舒适与公共体面之间寻找平衡,,具体商品事实未知；或用户的舒适需求与健康/功能问题相关而不能泛化,CDF-V07,,,不得写成“在家穿得舒服就是不讲究”；不得用单一版型或颜色保证整洁。；具体商品事实未知；或用户的舒适需求与健康/功能问题相关而不能泛化,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-HOME-003,突发进入公共空间是可用的生活切换张力,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P3_brand_life_narrative；P4_local_response,,,,,,CDF-V07,,,不得把普通生活包装成羞耻焦虑，也不得默认受众必须随时保持精致。,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-LOCAL-001,地域信息只有在改变处境、判断、行动或关系时才是承重上下文,domain_knowledge,C,batch_3_cdf,review_candidate,active,content-production / P4,,当前 P4 南城店近场信号,P1_dressing_decision；P4_local_response,,,内容明确依赖地域生活差异，或需要判断 P4 与其他产品的路由,,地域信息只是装饰；搜索结果低质、过期、冲突或不能改变结论,CDF-V08；CDF-V18,,,不得把行政级别、南北方或城市标签直接推断为当地人的审美、收入、性格或路线。；地域信息只是装饰；搜索结果低质、过期、冲突或不能改变结论,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-LOCAL-002,门店与本地关系内容必须给受众具体关系回报,domain_knowledge,C,batch_3_cdf,review_candidate,active,content-production / P4,,当前 P4 可迁移关系回报,P4_local_response,,,任务主要目标是让品牌或账号进入当地人的日常并推进关系,,任务主要是帮助选择、解释商品、建立人格或创造视觉欲望，应路由其他产品,CDF-V18；CDF-V24,,,不得把 CTA、优惠或地址当作关系回报；不得编造实际服务能力、顾客经历或门店状态。；任务主要是帮助选择、解释商品、建立人格或创造视觉欲望，应路由其他产品,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-LOCAL-003,公开本地信号是当次背景，不是顾客或门店事实,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P4_local_response,,,系统按需使用公开搜索或用户提供的公共信号辅助 P4,,信号来源、地域范围或检索时间不可用；或内容不需要该信号,CDF-V18；CDF-V24,,,不得把搜索排名、网络热词或公共活动自动升级为长期知识、顾客画像、门店事实或经营真值。；信号来源、地域范围或检索时间不可用；或内容不需要该信号,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-LOCAL-004,总部母题的在地重释应从当地生活差异出发,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P3_brand_life_narrative；P4_local_response,,,,,,CDF-V08；CDF-V18,,,不得只换城市名、地标、方言或片尾地址；不得虚构当地人群爱好和生活路线。,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-SOCIAL-001,关系距离会改变正式度、自我暴露与表达幅度,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P3_brand_life_narrative；P4_local_response,,,场景的关系对象和互动目的会改变穿衣或表达判断,,只知道“约会/社交”标签而不知道关系与目的；或品牌/账号无合法位置,CDF-V06,,,不得把婚姻、性别、年龄或职位直接映射为固定审美；不得承诺某种穿法必然获得好感。；只知道“约会/社交”标签而不知道关系与目的；或品牌/账号无合法位置,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-SOCIAL-002,“希望被看见”与“怕显得太用力”可以同时成立,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P3_brand_life_narrative；P5_visual_styling_story,,,用户明确表达想被看见但不希望过度，或内容需要呈现克制与存在感的张力,,用户目标只是完全隐身或明确要求高戏剧性；或系统用“高级”替代具体关系,CDF-V06,,,不得把中性色、简约或贵价等同“不过度用力”；不得用身体羞辱解释存在感。；用户目标只是完全隐身或明确要求高戏剧性；或系统用“高级”替代具体关系,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-SOCIAL-003,社交内容可从准备、犹豫和关系判断切入,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P3_brand_life_narrative；P4_local_response,,,,,,CDF-V06,,,不得默认女性为取悦他人穿衣，或把所有犹豫解释为不自信。,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-TRAVEL-001,旅行中的复用价值来自组合兼容和使用条件，不是“百搭”口号,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P5_visual_styling_story,,,用户明确行李、件数、行程或重复穿着限制,,目的地、季节或活动完全未知且会改变结论；或系统只能用“旅行必备”模板,CDF-V05,,,不得把“百搭”当作无条件优点；不得虚构目的地天气、行程、预算或洗衣条件。；目的地、季节或活动完全未知且会改变结论；或系统只能用“旅行必备”模板,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-TRAVEL-002,步行量与移动频率会改变舒适、摩擦、携带和恢复要求,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P5_visual_styling_story,,,任务涉及高步行量、频繁换乘或长时间移动,,活动量只是推测；或没有任何商品/动作信息却承诺舒适,CDF-V05,,,不得把“轻”“弹”自动等同全天舒适，也不得凭品类名保证耐磨、快干或防皱。；活动量只是推测；或没有任何商品/动作信息却承诺舒适,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
C-TRAVEL-003,旅行内容可以围绕未知、重复与选择成本，而不是地标打卡,domain_knowledge,C,batch_3_cdf,review_candidate,review_candidate,,,,P3_brand_life_narrative；P5_visual_styling_story,,,,,,CDF-V05,,,不得把城市、民族、气候或游客行为写成刻板印象；不得用地标替代穿着关系和人格观察。,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-CRAFT-001,每一段必须推进观察、证据、动作或关系,generation_method,D,batch_3_cdf,review_candidate,active,content-production / P1,,当前 P1 成品需要去除重复并推进选择、边界或行动时,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,主要产品价值；成品主线；当前媒体与制作条件,初稿存在重复、空泛和节奏拖延；需要在自然时长内保持高信息密度和观看回报,内容需要保留必要停顿、动作或视觉留白，不能只按字数删减；平台/媒体规格尚未确定,,CDF-V22,,,内容需要保留必要停顿、动作或视觉留白，不能只按字数删减；平台/媒体规格尚未确定,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-CRAFT-002,自然口语、停顿和自我修正只在符合账号时使用,generation_method,D,batch_3_cdf,review_candidate,active,content-production / P3,,当前 P3 叙事方法,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,PublishingAccount + ContentRole；品牌表达边界；当前场景和媒体,内容角色本来就以自然交流、门店口吻或个人观察发声；适度不完美能增强真实交流感,专业精确表达需要更正式语体；系统只能靠故意错字、结巴或口头禅制造“真人感”,,CDF-V22,,,专业精确表达需要更正式语体；系统只能靠故意错字、结巴或口头禅制造“真人感”,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-DIRECT-001,先给可执行结论，再补决定条件,generation_method,D,batch_3_cdf,review_candidate,active,content-production / P1,,当前 P1 任务需要先给出可执行选择结论时,P1_dressing_decision；P2_product_truth；P4_local_response,,当前问题或认知任务；决定答案的关键条件；至少一个不适用边界,问题清楚，且主要答案可以在当前条件下直接形成；受众最需要先知道“优先怎样做/怎样看”,缺失信息会改变主要答案；任务需要先澄清应用或主要产品；存在权限或不可替代硬事实缺口,,CDF-V09,,,缺失信息会改变主要答案；任务需要先澄清应用或主要产品；存在权限或不可替代硬事实缺口,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-DIRECT-002,把专业结论转成用户能执行的一个动作,generation_method,D,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P4_local_response,,已形成的结论；当前可用资源与能力；能够验证或推进结论的动作,受众知道原因仍不知道下一步怎样选、试、看或回应；任务可以通过一个低成本动作验证,动作需要系统未具备的交易、实时库存或外部执行能力；行动会造成不可逆结果却缺少必要信息,,CDF-V10,,,动作需要系统未具备的交易、实时库存或外部执行能力；行动会造成不可逆结果却缺少必要信息,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-DRAMA-001,真实种子的增益式情景化,generation_method,D,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,任务种子；premise_invariants；creative_license；当前媒体与制作条件,用户按真实经历提供种子，允许默认 enriched；需要用对白、动作、节奏或画面增强可读性和可制作性,新增内容会改变人物身份、关系、事件结果、时间地点数量或公众对实际发生的理解；用户要求逐字记录,,CDF-V19,,,新增内容会改变人物身份、关系、事件结果、时间地点数量或公众对实际发生的理解；用户要求逐字记录,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-DRAMA-002,假设与虚构的显式演绎,generation_method,D,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,明确的假设/虚构授权；角色和场景设定；不可被虚构覆盖的商品/品牌/权限边界,用户明确要求情景剧、假设或虚构；完整戏剧化有助于呈现问题或品牌人格,任务需要冒充真实顾客案例、门店现场或逐字记录；虚构会覆盖真实商品和经营硬事实,,CDF-V20,,,任务需要冒充真实顾客案例、门店现场或逐字记录；虚构会覆盖真实商品和经营硬事实,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-EXPLAIN-001,条件—效果—原因—代价—不适用的专业解释,generation_method,D,batch_3_cdf,review_candidate,active,content-production / P2,,当前 P2 解释方法,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,当前专业规律；适用条件；可能效果；原因；代价或限制；不适用情形,需要把条件性专业规律转成普通受众可理解的内容；只给结论会造成绝对化或误解,没有任何适用条件或真实锚点；任务只是情绪/视觉表达，专业解释会抢走主要价值,,CDF-V11,,,没有任何适用条件或真实锚点；任务只是情绪/视觉表达，专业解释会抢走主要价值,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-EXPLAIN-002,品牌确认理由与系统专业解释分层,generation_method,D,batch_3_cdf,review_candidate,review_candidate,,,,P2_product_truth；P1_dressing_decision；P5_visual_styling_story,,当前商品事实；是否存在品牌确认理由；可用的条件性专业知识,商品资料可能包含品牌确认的设计/开发理由；资料没有官方理由，但商品特征允许条件性专业解释,系统只凭通用知识就想替品牌说“我们为什么这样设计”；解释需要未知测试、成本、研发或销量事实,,CDF-V12,,,系统只凭通用知识就想替品牌说“我们为什么这样设计”；解释需要未知测试、成本、研发或销量事实,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-PERSONA-001,从弱生活种子提取一条人格反应主线,generation_method,D,batch_3_cdf,review_candidate,active,content-production / P3,,当前 P3 账号人格观察,P3_brand_life_narrative；P4_local_response,,任务种子；品牌战略基线；PublishingAccount + ContentRole；目标受众,用户只给一句生活、工作、家庭或情绪种子；种子中存在可被账号注意、判断或对待的一项具体反应,找不到自然品牌/账号关系；需要编造账号履历、家庭成员或重大经历才能成立,,CDF-V15；CDF-V23,,,找不到自然品牌/账号关系；需要编造账号履历、家庭成员或重大经历才能成立,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-PERSONA-002,保留未解决的生活毛边，不强迫给答案,generation_method,D,batch_3_cdf,review_candidate,active,content-production / P3,,当前 P3 人格关系回报,P3_brand_life_narrative,,未解决事件或矛盾；账号对人的基本姿态；受众可能获得的关系回报,种子的价值来自矛盾、迟疑、尴尬或尚未解决；账号人格可以通过怎样对待未完成而被识别,用户明确要求决策建议或问题解决，应路由 P1/P4；内容只有模糊情绪，没有具体观察,,CDF-V16,,,用户明确要求决策建议或问题解决，应路由 P1/P4；内容只有模糊情绪，没有具体观察,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-RESPONSE-001,把私人提问编译为有公共观看价值的回应,generation_method,D,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P4_local_response,,原问题或评论；可公开的共性问题；账号合法回应位置；可提供的帮助或边界,评论、搜索问句或门店问题代表更广泛的受众困惑；回应可以在保护个人信息的同时帮助更多人,问题只涉及个别人的敏感事实；回应会变成客服工单、售后政策或私人争论,,CDF-V17,,,问题只涉及个别人的敏感事实；回应会变成客服工单、售后政策或私人争论,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-RESPONSE-002,在地关系三关编译,generation_method,D,batch_3_cdf,review_candidate,active,content-production / P4,,当前 P4 合法账号回应,P4_local_response,,在地上下文；品牌战略基线；合法发布账号与角色；目标受众；可用现实信号或服务输入,主要成果是让品牌/账号进入当地日常并推进关系；有或没有现实信号，都能形成具体在地关系命题,地域信息只是装饰；主要价值实际是选择、商品解释、人格或视觉，应路由其他产品,,CDF-V18；CDF-V24,,,地域信息只是装饰；主要价值实际是选择、商品解释、人格或视觉，应路由其他产品,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-REVERSAL-001,用真实变化修正一个旧判断,generation_method,D,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative,,旧判断；具体变化或反例；新的可成立理解；不能被改变的承重事实,受众或人物存在明确旧判断；当前商品、事件或观察提供了真实且可解释的变化,只有标题需要刺激但没有实际变化；反转必须靠新增虚构结果或夸张承诺成立,,CDF-V13,,,只有标题需要刺激但没有实际变化；反转必须靠新增虚构结果或夸张承诺成立,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
