stable_id,来源分类,原始标签,内部五轴,标准名称,capability_state,是否进入精简V1,是否体型相关,依赖条件,gap_type,缺口去向,evidence_refs,supporting_asset_ids,代表性成品或测试,能力边界,真源路径,source_sha256
CAT-TOPIC-STORE-04,题材/门店本地,活动促销,topic,活动促销,unsupported,否,否,已确认活动与价格事实,product_scope,F10,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-TOPIC-STORE-05,题材/门店本地,本地联动,topic,本地联动,unsupported,否,否,在地上下文来源,media_tool,F10：出现带来源、时效与直接消费者的在地上下文后另立能力增强,docs/架构决策/ADR-015-首期平台媒体成品与跨平台重编译.md,,docs/架构决策/ADR-015-首期平台媒体成品与跨平台重编译.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-TOPIC-STORE-06,题材/门店本地,到店核销,topic,到店核销,explicitly_out_of_scope,否,否,,,F06 交易/核销另行立项；这是交易能力边界，不是知识缺口,docs/待落盘推进事项清单.md#F06,,docs/待落盘推进事项清单.md#F06,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-NOTE-01,体裁/图文笔记,单图干货,form,单图干货,composable,否,否,,,保留登记，当前不进入前端,src/shared/types.py::GraphicProductionBundle,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-NOTE-02,体裁/图文笔记,多图合集,form,多图合集,verified,是,否,,,M7-2A 精简 V1,src/shared/types.py::GraphicProductionBundle；tests/test_m5_2_media_recompile.py::test_four_targets_are_complete_and_server_mapped；docs/架构决策/ADR-015-首期平台媒体成品与跨平台重编译.md,,tests/test_m5_2_media_recompile.py::test_four_targets_are_complete_and_server_mapped；docs/架构决策/ADR-015-首期平台媒体成品与跨平台重编译.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-NOTE-03,体裁/图文笔记,前后对比,form,前后对比,composable,否,否,,,保留登记，当前不进入前端,src/shared/types.py::GraphicProductionBundle,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-NOTE-04,体裁/图文笔记,清单图文,form,清单图文,composable,否,否,,,保留登记，当前不进入前端,src/shared/types.py::GraphicProductionBundle,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-NOTE-05,体裁/图文笔记,长文种草,form,长文种草,composable,否,否,,,保留登记，当前不进入前端,src/shared/types.py::GraphicProductionBundle,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-SPEAK-01,体裁/口播讲解,真人口播,form,真人口播,verified,是,否,,,M7-2A 精简 V1,src/shared/types.py::VideoProductionBundle；tests/test_m5_2_media_recompile.py::test_four_targets_are_complete_and_server_mapped；docs/架构决策/ADR-015-首期平台媒体成品与跨平台重编译.md,,tests/test_m5_2_media_recompile.py::test_four_targets_are_complete_and_server_mapped；docs/架构决策/ADR-015-首期平台媒体成品与跨平台重编译.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-SPEAK-02,体裁/口播讲解,画外音,form,画外音,composable,否,否,,,保留登记，当前不进入前端,src/shared/types.py::VideoProductionBundle,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-SPEAK-03,体裁/口播讲解,干货科普,mechanism,干货科普,composable,否,否,,,保留登记，当前不进入前端,src/tool/llm_gateway/deepseek.py::_CONTRACT_FIELDS,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-SPEAK-04,体裁/口播讲解,快问快答,mechanism,快问快答,composable,否,否,,,保留登记，当前不进入前端,src/tool/llm_gateway/deepseek.py::_CONTRACT_FIELDS,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-SPEAK-05,体裁/口播讲解,AI 分身,form,AI 分身,unsupported,否,否,数字分身与音视频生成能力,media_tool,F07 多模态另行立项,docs/待落盘推进事项清单.md#F07,,docs/待落盘推进事项清单.md#F07,首期没有任何数字分身或音视频生成能力；不得冒充已有媒体能力。,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-SHOW-01,体裁/展示演绎,上身试穿,form,上身试穿,composable,是,否,,,M7-2A 精简 V1,src/shared/types.py::VideoProductionBundle；src/tool/llm_gateway/deepseek.py::_CONTRACT_FIELDS,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-SHOW-02,体裁/展示演绎,卡点变装,form,卡点变装,experimental,否,否,,,有界试用；依赖剪辑节奏，第一版不承诺,src/shared/types.py::VideoProductionBundle,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-SHOW-03,体裁/展示演绎,多搭演示,form,多搭演示,composable,否,否,,,保留登记，当前不进入前端,src/shared/types.py::VideoProductionBundle,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-SHOW-04,体裁/展示演绎,细节特写,form,细节特写,composable,是,否,,,M7-2A 精简 V1,src/shared/types.py::VideoProductionBundle；src/shared/types.py::GraphicProductionBundle,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-SHOW-05,体裁/展示演绎,走秀街拍,form,走秀街拍,unsupported,否,否,场地与出镜人物资源,source_gap,F10,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-TUTORIAL-01,体裁/教程干货,步骤教程,mechanism,步骤教程,composable,是,否,,,M7-2A 精简 V1,src/tool/llm_gateway/deepseek.py::_CONTRACT_FIELDS；src/brain/p1_contract.py::assert_content_complete,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-TUTORIAL-02,体裁/教程干货,公式图解,mechanism,公式图解,composable,是,否,,,M7-2A 精简 V1,src/shared/types.py::GraphicProductionBundle；src/tool/llm_gateway/deepseek.py::_CONTRACT_FIELDS,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-TUTORIAL-03,体裁/教程干货,避坑指南,mechanism,避坑指南,composable,是,否,,,M7-2A 精简 V1,src/tool/llm_gateway/deepseek.py::_CONTRACT_FIELDS；src/brain/p1_contract.py::assert_content_complete,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-TUTORIAL-04,体裁/教程干货,横向测评,mechanism,横向测评,composable,否,否,至少两件已确认商品资料,,保留登记，当前不进入前端,src/tool/llm_gateway/deepseek.py::_CONTRACT_FIELDS,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-TUTORIAL-05,体裁/教程干货,清单盘点,mechanism,清单盘点,composable,是,否,,,M7-2A 精简 V1,src/tool/llm_gateway/deepseek.py::_CONTRACT_FIELDS,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-DRAMA-01,体裁/剧情叙事,情景短剧,mechanism,情景短剧,experimental,否,否,额外出镜人物,,有界试用；当前一人一手机条件下不安排话题人物出镜,src/tool/llm_gateway/deepseek.py::BoundaryContext,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-DRAMA-02,体裁/剧情叙事,双人档,form,双人档,unsupported,否,否,两位可出镜自然人,source_gap,F10,src/tool/llm_gateway/deepseek.py::BoundaryContext,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-DRAMA-03,体裁/剧情叙事,门店情景,mechanism,门店情景,composable,否,否,门店型发布账号与其五段画像,,保留登记，当前不进入前端,src/tool/llm_gateway/deepseek.py::_CONTRACT_FIELDS,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-DRAMA-04,体裁/剧情叙事,故事品牌,mechanism,故事品牌,verified,是,否,,,M7-2A 精简 V1,src/tool/llm_gateway/deepseek.py::_CONTRACT_FIELDS；system_domain_assets:D-PERSONA-001,D-PERSONA-001,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-DRAMA-05,体裁/剧情叙事,微短剧,continuity,微短剧,unsupported,否,否,多集剧情与出镜人物资源,source_gap,F10,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-VLOG-01,体裁/记录 Vlog,上新 Vlog,form,上新 Vlog,unsupported,否,否,已确认上新商品事实,product_scope,F10：真实上新商品事实与直接消费者成立后另立能力增强,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-VLOG-02,体裁/记录 Vlog,门店一天,form,门店一天,composable,否,否,门店型发布账号与其五段画像,,保留登记，当前不进入前端,src/shared/types.py::VideoProductionBundle,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-VLOG-03,体裁/记录 Vlog,幕后 Vlog,form,幕后 Vlog,unsupported,否,否,真实制作过程事实,source_gap,F10,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-VLOG-04,体裁/记录 Vlog,穿搭日记,continuity,穿搭日记,composable,否,否,,,保留登记，当前不进入前端,src/infrastructure/workbench_repository.py::list_series；src/shared/types.py::VideoProductionBundle,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-VLOG-05,体裁/记录 Vlog,探店 Vlog,form,探店 Vlog,unsupported,否,否,真实到店记录,source_gap,F10,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-LIVE-01,体裁/直播衍生,直播切片,form,直播切片,unsupported,否,否,直播录制与剪辑能力,media_tool,F10；真实直播需求出现后另行立项,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-LIVE-02,体裁/直播衍生,店播集锦,form,店播集锦,unsupported,否,否,直播录制与剪辑能力,media_tool,F10；真实直播需求出现后另行立项,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-LIVE-03,体裁/直播衍生,直播预告,form,直播预告,composable,否,否,已确认直播安排,,保留登记，当前不进入前端,src/tool/llm_gateway/deepseek.py::_CONTRACT_FIELDS,,,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-LIVE-04,体裁/直播衍生,答疑回放,form,答疑回放,unsupported,否,否,直播回放素材,media_tool,F10,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-LIVE-05,体裁/直播衍生,上新直播,form,上新直播,unsupported,否,否,已确认上新商品与直播安排,product_scope,F10,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-INTERACT-01,体裁/互动玩法,话题挑战,continuity,话题挑战,unsupported,否,否,平台话题上下文,media_tool,F10：出现带来源、时效与直接消费者的平台话题上下文后另立能力增强,docs/架构决策/ADR-015-首期平台媒体成品与跨平台重编译.md,,docs/架构决策/ADR-015-首期平台媒体成品与跨平台重编译.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-INTERACT-02,体裁/互动玩法,投票测试,continuity,投票测试,unsupported,否,否,平台互动组件,media_tool,F10,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-INTERACT-03,体裁/互动玩法,合拍接力,continuity,合拍接力,unsupported,否,否,平台合拍能力,media_tool,F10,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-INTERACT-04,体裁/互动玩法,评论选款,continuity,评论选款,unsupported,否,否,平台评论回流,media_tool,F08 质量运营；反馈不自动改知识或画像,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-INTERACT-05,体裁/互动玩法,多号接力,continuity,多号接力,unsupported,否,否,跨账号协作编排,generation_method,F03 矩阵共创另行立项,docs/待落盘推进事项清单.md#F03,,docs/待落盘推进事项清单.md#F03,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-GENRE-INTERACT-06,体裁/互动玩法,搜索词簇,topic,搜索词簇,unsupported,否,否,平台/在地搜索上下文,media_tool,F10：出现带来源、时效与直接消费者的平台/在地搜索上下文后另立能力增强,docs/架构决策/ADR-015-首期平台媒体成品与跨平台重编译.md,,docs/架构决策/ADR-015-首期平台媒体成品与跨平台重编译.md,,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-SOURCE-GAP-GENRE-001,体裁/目标位置缺口,（本轮可用原始研究枚举未提供）,form,体裁目标位置缺口 1,unsupported,否,否,研究稿补齐缺失的体裁原始标签,source_gap,F10；补齐原始标签后才登记，不由上网、模型或常识补写,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md#决策2；本轮可用原始体裁枚举共 41 条，声明目标 44 条,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md#决策2,只登记目标位置缺口本身，不猜测缺的是哪一条。,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-SOURCE-GAP-GENRE-002,体裁/目标位置缺口,（本轮可用原始研究枚举未提供）,form,体裁目标位置缺口 2,unsupported,否,否,研究稿补齐缺失的体裁原始标签,source_gap,F10；补齐原始标签后才登记，不由上网、模型或常识补写,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md#决策2；本轮可用原始体裁枚举共 41 条，声明目标 44 条,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md#决策2,只登记目标位置缺口本身，不猜测缺的是哪一条。,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
CAT-SOURCE-GAP-GENRE-003,体裁/目标位置缺口,（本轮可用原始研究枚举未提供）,form,体裁目标位置缺口 3,unsupported,否,否,研究稿补齐缺失的体裁原始标签,source_gap,F10；补齐原始标签后才登记，不由上网、模型或常识补写,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md#决策2；本轮可用原始体裁枚举共 41 条，声明目标 44 条,,docs/架构决策/ADR-027-内容表达空间目录与用户控制边界.md#决策2,只登记目标位置缺口本身，不猜测缺的是哪一条。,config/content_expression/capability-inventory-v1.jsonl,64e96da77a109e532158a99dd7913d2b74fd1b75b6e75ebe9edfd12bdfd9fa76
